id,mode,format,prompt,choice_a,choice_b,choice_c,choice_d,correct,estimate_answer,estimate_unit,estimate_tolerance,category,tags,difficulty,weight,source,license,attribution,notes,active
opentdb-history-429,fact,multi,"When did the United States formally declare war on Japan, entering World War II?","June 6, 1944","June 22, 1941","December 8, 1941","September 1, 1939","December 8, 1941",,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-430,fact,multi,Which country was Josef Stalin born in?,Poland,Georgia,Russia,Germany,Georgia,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-431,fact,multi,What year was the Italian firearms manufacturer Beretta founded?,1998,1776,1526,1923,1526,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-432,fact,multi,What year did the Battle of Agincourt take place?,1415,1401,1422,1463,1415,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-433,fact,multi,Which of these landmarks is not included in the original 'Seven Wonders of the Ancient World'?,Great Pyramid of Giza,Great Wall of China,Hanging Gardens of Babylon,Colossus of Rhodes,Great Wall of China,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-434,fact,multi,Which day did World War I begin?,January 28,June 28,April 28,July 28,July 28,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-435,fact,multi,What is the mnemonic device for remembering the fates of the wives of Henry VIII?,"Divorced, Beheaded, Died, Divorced, Beheaded, Survived","Survived, Beheaded, Died, Divorced, Divorced, Beheaded","Died, Beheaded, Divorced, Beheaded, Survived, Divorced","Beheaded, Died, Divorced, Divorced, Beheaded, Survived","Divorced, Beheaded, Died, Divorced, Beheaded, Survived",,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-436,fact,multi,Where and when was the first cardboard box made for industrial use?,"England, 1917","United States, 1817","United States, 1917","England, 1817","England, 1817",,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-437,fact,multi,Joseph Stalin had a criminal past doing what?,Tax Evasion,Robbing Trains,Murder for Hire,Identity Fraud,Robbing Trains,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-438,fact,multi,Abolitionist John Brown raided the arsenal in which Virginia Town?,Martinsburg,Richmond,Harper's Ferry,Harrisonburg,Harper's Ferry,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-439,fact,multi,What year was the United States Declaration of Independence signed?,1775,1776,1774,1777,1776,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-440,fact,multi,Who was the last Roman emperor in the Year of Four Emperors (69 AD)?,Vespasian,Vitellius,Otho,Galba,Vespasian,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-441,fact,multi,What was the first sport to have been played on the moon?,Football,Golf,Soccer,Tennis,Golf,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-442,fact,multi,The crown of the Empire State Building was originally built for what purpose?,Airship Dock,Antennae,Lightning Rod,Flag Pole,Airship Dock,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-443,fact,multi,The son of which pope supposedly held a lecherous fête involving 50 courtesans in the papal palace?,Innocent V,Alexander VI,Urban II,Pius III,Alexander VI,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-444,fact,multi,Which country was an allied power in World War II?,Soviet Union,Germany,Italy,Japan,Soviet Union,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-445,fact,multi,"In the Seven Wonders of the World, which wonder is the only that has survived to this day?",Lighthouse of Alexandria,Colossus of Rhodes,Statue of Zeus at Olympia,Great Pyramid of Giza,Great Pyramid of Giza,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-446,fact,multi,"What was the aim of the ""Umbrella Revolution"" in Hong Kong in 2014?",Lower taxes,Genuine universal suffrage,Gaining Independence,Go back under British Rule,Genuine universal suffrage,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-447,fact,multi,How long did World War II last?,5 years,4 years,7 years,6 years,6 years,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-448,fact,multi,America's Strategic Defense System during the Cold War was nicknamed after this famous movie.,Alien,Jaws,Star Wars,Blade Runner,Star Wars,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-449,fact,multi,What year were the Marian Reforms instituted in the Roman Republic?,102 CE,42 BCE,264 BCE,107 BCE,107 BCE,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-450,fact,multi,Which of the following is NOT classified as a Semetic language?,Maltese,Mandaic,Sumerian,Akkadian,Sumerian,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-451,fact,multi,Where was Abraham Lincoln when he was assassinated by John Wilkes Booth in 1865?,On his horse,On a boat,In bed,At the theatre,At the theatre,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-452,fact,multi,Who was the first Chancellor of a united Germany in 1871?,Robert Koch,Kaiser Wilhelm,Fredrick the 2nd,Otto Von Bismark,Otto Von Bismark,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-453,fact,multi,When is the Ides of March?,March 1,March 14,March 15,March 31,March 15,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-454,fact,multi,The Korean War started in what year?,1950,1945,1960,1912,1950,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-455,fact,multi,Pol Pot was the former dictator of which country?,Vietnam,North Korea,Laos,Cambodia,Cambodia,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-456,fact,multi,"Which building was set aflame on August 24th, 1812?",Grand National Assembly Building,Palace of the Nation,The White House,Parliament Building,The White House,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-457,fact,multi,The Herero genocide was perpetrated in Africa by which of the following colonial nations?,Belgium,Britain,Germany,France,Germany,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-458,fact,multi,"Which infamous European traitor was known as ""the last person to enter Parliament with honest intentions""?",Robert Catesby,Everard Digby,Guy Fawkes,Francis Tresham,Guy Fawkes,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-459,fact,multi,When did the British hand-over sovereignty of Hong Kong back to China?,1900,1841,1999,1997,1997,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-460,fact,multi,The Panama Canal was finished under the administration of which U.S. president?,Woodrow Wilson,Theodore Roosevelt,Herbert Hoover,Franklin Delano Roosevelt,Woodrow Wilson,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-461,fact,multi,Which of these founding fathers of the United States of America later became president?,Roger Sherman,Alexander Hamilton,James Monroe,Samuel Adams,James Monroe,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-462,fact,multi,What was the name commonly given to the ancient trade routes that connected the East and West of Eurasia?,Silk Road,Salt Road,Spice Road,Clay Road,Silk Road,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-463,fact,multi,Which country were potatoes originally grown?,Ireland,Peru,New Zealand,United States,Peru,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-464,fact,multi,A collection of Sanskrit hymns and verses known as the Vedas are sacred texts in what religion?,Islam,Buddhism,Judaism,Hinduism,Hinduism,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-465,fact,multi,How many women joined the United States Armed Services during World War II?,"500,000","225,000","350,000","100,000","350,000",,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-466,fact,multi,What disease crippled President Franklin D. Roosevelt and led him to help the nation find a cure?,Meningitis,HIV,Polio,Cancer,Polio,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-467,fact,multi,"Which modern country is known as ""The Graveyard of Empires""?",Afghanistan,Russia,China,Iraq,Afghanistan,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-468,fact,multi,"When Christopher Columbus sailed to America, what was the first region he arrived in?",The Bahamas Archipelago,Isthmus of Panama,Nicaragua,Florida,The Bahamas Archipelago,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-469,fact,multi,Which of the following Presidents of the United States was assassinated?,Chester Arthur,William McKinley,Lyndon Johnson,Franklin Roosevelt,William McKinley,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-470,fact,multi,What was the name of the national hero of the Philippines who inspired and lead the Philippine Revolution against colonial Spain?,Benito Juárez,Simón Bolívar,José Rizal,José de San Martín,José Rizal,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-471,fact,multi,Which of the following is not in the Indo-European language family?,Finnish,Hindi,Russian,English,Finnish,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-472,fact,multi,The creator of the Enigma Cypher and Machine was of what nationality?,American,German,Polish,British,German,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-473,fact,multi,Who was the President of the United States during the signing of the Gadsden Purchase?,Abraham Lincoln,James Polk,Franklin Pierce,Andrew Johnson,Franklin Pierce,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-474,fact,multi,Who was the British Prime Minister at the outbreak of the Second World War in 1939?,Ramsay MacDonald,Winston Churchill,Stanley Baldwin,Neville Chamberlain,Neville Chamberlain,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-475,fact,multi,Who was the first president of Kenya?,Jomo Kenyatta,Daniel Moi,Oginga Odinga,Tom Mboya,Jomo Kenyatta,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-476,fact,multi,"Before the American colonies switched to the Gregorian calendar in 1752, on what date did their new year start?",March 25th,September 25th,December 1st,June 1st,March 25th,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-477,fact,multi,In which years did the Battle of Gallipoli take place?,1915 - 1918,1915 - 1916,1914 - 1918,1914 - 1915,1915 - 1916,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-478,fact,multi,What is the name of the famous Apache leader who died in 1909 at the age of 70?,Geronimo,Red Cloud,Sitting Bull,Crazy Horse,Geronimo,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-479,fact,multi,Which game was the Game of the Year in 2018?,Detroit: Become Human,A Way Out,Red Dead Redemption 2,God of War,God of War,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-480,fact,multi,When was Adolf Hitler appointed as Chancellor of Germany?,"February 27, 1933","January 30, 1933","September 1, 1939","October 6, 1939","January 30, 1933",,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-computers-481,fact,multi,What is the name of the process that sends one qubit of information using two bits of classical information?,Quantum Teleportation,Quantum Entanglement,Super Dense Coding,Quantum Programming,Quantum Teleportation,,,,computers,"opentdb, computers",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Computers,true
opentdb-computers-482,fact,multi,Which SQL keyword is used to fetch data from a database?,VALUES,EXEC,SELECT,INDEX,SELECT,,,,computers,"opentdb, computers",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Computers,true
opentdb-computers-483,fact,multi,Which of the following is the oldest of these computers by release date?,Apple 3,TRS-80,Commodore 64,ZX Spectrum,TRS-80,,,,computers,"opentdb, computers",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Computers,true
